data,par_moeda,moeda_base,moeda_cotada,bid,ask,high,low,fonte,confiabilidade
2026-01-11,EUR-BRL,EUR,BRL,5.58565716,5.59638854,5.6108917,5.55861521,awesomeapi,market_api
2026-01-12,EUR-BRL,EUR,BRL,5.53423744,5.54076051,5.56373102,5.51475493,awesomeapi,market_api
2026-01-13,EUR-BRL,EUR,BRL,5.49120381,5.50134916,5.51331393,5.44923905,awesomeapi,market_api
2026-01-14,EUR-BRL,EUR,BRL,5.56932635,5.57267203,5.58219156,5.52906099,awesomeapi,market_api
2026-01-15,EUR-BRL,EUR,BRL,5.69317705,5.69891876,5.73441658,5.67750847,awesomeapi,market_api
2026-01-16,EUR-BRL,EUR,BRL,5.64571446,5.6565812,5.69081308,5.5948458,awesomeapi,market_api
2026-01-17,EUR-BRL,EUR,BRL,5.63266232,5.63663169,5.65835451,5.60479893,awesomeapi,market_api
2026-01-18,EUR-BRL,EUR,BRL,5.64962602,5.65700307,5.67434284,5.63558644,awesomeapi,market_api
2026-01-19,EUR-BRL,EUR,BRL,5.72541707,5.73144775,5.74852711,5.69628975,awesomeapi,market_api
2026-01-20,EUR-BRL,EUR,BRL,5.68561724,5.69013981,5.70890082,5.64572912,awesomeapi,market_api
2026-01-21,EUR-BRL,EUR,BRL,5.6777166,5.6838612,5.70475995,5.64211025,awesomeapi,market_api
2026-01-22,EUR-BRL,EUR,BRL,5.71337284,5.72284442,5.7421165,5.67509235,awesomeapi,market_api
2026-01-23,EUR-BRL,EUR,BRL,5.73457371,5.74575214,5.76998953,5.68136616,awesomeapi,market_api
2026-01-24,EUR-BRL,EUR,BRL,5.43492726,5.44411505,5.44835017,5.40540043,awesomeapi,market_api
2026-01-25,EUR-BRL,EUR,BRL,5.71780852,5.7266567,5.77437877,5.68540564,awesomeapi,market_api
2026-01-26,EUR-BRL,EUR,BRL,5.6614211,5.66503975,5.6981981,5.64436601,awesomeapi,market_api
2026-01-27,EUR-BRL,EUR,BRL,5.65385572,5.66305613,5.68812609,5.6098266,awesomeapi,market_api
2026-01-28,EUR-BRL,EUR,BRL,5.64510409,5.65528809,5.68479811,5.60615561,awesomeapi,market_api
2026-01-29,EUR-BRL,EUR,BRL,5.65747406,5.66670624,5.70691834,5.60682591,awesomeapi,market_api
2026-01-30,EUR-BRL,EUR,BRL,5.6364568,5.63958303,5.67280925,5.61543194,awesomeapi,market_api
2026-01-31,EUR-BRL,EUR,BRL,5.65892675,5.66905917,5.69959849,5.62858483,awesomeapi,market_api
2026-02-01,EUR-BRL,EUR,BRL,5.70445491,5.70891668,5.73133538,5.66092865,awesomeapi,market_api
2026-02-02,EUR-BRL,EUR,BRL,5.71367171,5.71828001,5.72937667,5.66165313,awesomeapi,market_api
2026-02-03,EUR-BRL,EUR,BRL,5.73131651,5.74075207,5.75193985,5.70645124,awesomeapi,market_api
2026-02-04,EUR-BRL,EUR,BRL,5.73618048,5.74741253,5.78015104,5.69669161,awesomeapi,market_api
2026-02-05,EUR-BRL,EUR,BRL,5.73876539,5.74428289,5.7639758,5.72547333,awesomeapi,market_api
2026-02-06,EUR-BRL,EUR,BRL,5.71029145,5.71938636,5.72368437,5.69864897,awesomeapi,market_api
2026-02-07,EUR-BRL,EUR,BRL,5.72641564,5.73554493,5.78133763,5.6803064,awesomeapi,market_api
2026-02-08,EUR-BRL,EUR,BRL,5.72481425,5.73172673,5.75852403,5.69339022,awesomeapi,market_api
2026-02-09,EUR-BRL,EUR,BRL,5.81726291,5.82300435,5.85317703,5.78556344,awesomeapi,market_api
2026-02-10,EUR-BRL,EUR,BRL,5.88852532,5.89675308,5.9426112,5.82987517,awesomeapi,market_api
2026-02-11,EUR-BRL,EUR,BRL,5.90821566,5.91186762,5.93821444,5.88785802,awesomeapi,market_api
2026-02-12,EUR-BRL,EUR,BRL,5.87706206,5.88310474,5.90233216,5.85710181,awesomeapi,market_api
2026-02-13,EUR-BRL,EUR,BRL,5.83067391,5.84027186,5.86548484,5.77613399,awesomeapi,market_api
2026-02-14,EUR-BRL,EUR,BRL,5.88538645,5.88861688,5.90031076,5.85462831,awesomeapi,market_api
2026-02-15,EUR-BRL,EUR,BRL,5.89963273,5.90329296,5.92383206,5.84129576,awesomeapi,market_api
2026-02-16,EUR-BRL,EUR,BRL,5.92353259,5.92835103,5.94476811,5.88450169,awesomeapi,market_api
2026-02-17,EUR-BRL,EUR,BRL,5.84869234,5.85598565,5.88754817,5.81936769,awesomeapi,market_api
2026-02-18,EUR-BRL,EUR,BRL,5.89200652,5.90225946,5.91032267,5.86002977,awesomeapi,market_api
2026-02-19,EUR-BRL,EUR,BRL,5.91473878,5.92381579,5.96765139,5.88542195,awesomeapi,market_api
2026-02-20,EUR-BRL,EUR,BRL,5.86814111,5.8760726,5.88312317,5.84840917,awesomeapi,market_api
2026-02-21,EUR-BRL,EUR,BRL,5.85002947,5.85356117,5.89579452,5.82484813,awesomeapi,market_api
2026-02-22,EUR-BRL,EUR,BRL,5.86423263,5.87353106,5.87907609,5.81203872,awesomeapi,market_api
2026-02-23,EUR-BRL,EUR,BRL,5.86917912,5.87946952,5.88509298,5.85632531,awesomeapi,market_api
2026-02-24,EUR-BRL,EUR,BRL,5.85895921,5.86238338,5.9106882,5.83624034,awesomeapi,market_api
2026-02-25,EUR-BRL,EUR,BRL,5.85704824,5.86479366,5.8887346,5.80805869,awesomeapi,market_api
2026-02-26,EUR-BRL,EUR,BRL,5.84861508,5.85582846,5.88373769,5.79063931,awesomeapi,market_api
2026-02-27,EUR-BRL,EUR,BRL,5.85793905,5.8621872,5.90858464,5.843798,awesomeapi,market_api
2026-02-28,EUR-BRL,EUR,BRL,5.92522445,5.93243233,5.97908877,5.88184167,awesomeapi,market_api
2026-03-01,EUR-BRL,EUR,BRL,5.8138306,5.8227131,5.83770532,5.78273476,awesomeapi,market_api
2026-03-02,EUR-BRL,EUR,BRL,5.80611927,5.81221495,5.841952,5.77303703,awesomeapi,market_api
2026-03-03,EUR-BRL,EUR,BRL,5.81641841,5.82217869,5.84226568,5.79311305,awesomeapi,market_api
2026-03-04,EUR-BRL,EUR,BRL,5.83194799,5.83805737,5.85060749,5.77959556,awesomeapi,market_api
2026-03-05,EUR-BRL,EUR,BRL,5.81830497,5.82646909,5.83616886,5.77437168,awesomeapi,market_api
2026-03-06,EUR-BRL,EUR,BRL,5.74426463,5.75444059,5.7666689,5.72585538,awesomeapi,market_api
2026-03-07,EUR-BRL,EUR,BRL,5.76098025,5.7639352,5.77467987,5.71432777,awesomeapi,market_api
2026-03-08,EUR-BRL,EUR,BRL,5.83820692,5.84977112,5.8519795,5.79159136,awesomeapi,market_api
2026-03-09,EUR-BRL,EUR,BRL,5.77367161,5.77718081,5.81256919,5.72720162,awesomeapi,market_api
2026-03-10,EUR-BRL,EUR,BRL,5.8136757,5.81971499,5.82581162,5.77436645,awesomeapi,market_api
2026-03-11,EUR-BRL,EUR,BRL,5.80196732,5.81349505,5.82552875,5.781568,awesomeapi,market_api
2026-03-12,EUR-BRL,EUR,BRL,5.80190969,5.80588915,5.83928585,5.7626217,awesomeapi,market_api
2026-03-13,EUR-BRL,EUR,BRL,5.75870438,5.76842741,5.8049156,5.70606791,awesomeapi,market_api
2026-03-14,EUR-BRL,EUR,BRL,5.74685054,5.75666995,5.7697123,5.70980048,awesomeapi,market_api
2026-03-15,EUR-BRL,EUR,BRL,5.80547034,5.810963,5.83239775,5.75057639,awesomeapi,market_api
2026-03-16,EUR-BRL,EUR,BRL,5.83345221,5.84233564,5.89060093,5.80232899,awesomeapi,market_api
2026-03-17,EUR-BRL,EUR,BRL,5.91186744,5.91958926,5.94672927,5.89496957,awesomeapi,market_api
2026-03-18,EUR-BRL,EUR,BRL,5.96673305,5.97183492,6.00385264,5.95158355,awesomeapi,market_api
2026-03-19,EUR-BRL,EUR,BRL,5.98906743,6.00042985,6.00697923,5.96760353,awesomeapi,market_api
2026-03-20,EUR-BRL,EUR,BRL,6.07009657,6.08009998,6.08694398,6.01423818,awesomeapi,market_api
2026-03-21,EUR-BRL,EUR,BRL,6.0928136,6.10249234,6.10834398,6.04690561,awesomeapi,market_api
2026-03-22,EUR-BRL,EUR,BRL,6.13339119,6.14226893,6.18281894,6.08048712,awesomeapi,market_api
2026-03-23,EUR-BRL,EUR,BRL,6.12250883,6.13216724,6.1634648,6.09446953,awesomeapi,market_api
2026-03-24,EUR-BRL,EUR,BRL,6.12831966,6.13779349,6.18749332,6.08725885,awesomeapi,market_api
2026-03-25,EUR-BRL,EUR,BRL,6.09902213,6.10814943,6.13254861,6.04993131,awesomeapi,market_api
2026-03-26,EUR-BRL,EUR,BRL,6.1470329,6.15930546,6.16721431,6.1247853,awesomeapi,market_api
2026-03-27,EUR-BRL,EUR,BRL,6.09547603,6.10345597,6.13114068,6.05541316,awesomeapi,market_api
2026-03-28,EUR-BRL,EUR,BRL,6.13398498,6.1375035,6.16609156,6.09310917,awesomeapi,market_api
2026-03-29,EUR-BRL,EUR,BRL,6.12797439,6.13641744,6.17245535,6.08041072,awesomeapi,market_api
2026-03-30,EUR-BRL,EUR,BRL,6.18456227,6.19360609,6.23602986,6.14128218,awesomeapi,market_api
2026-03-31,EUR-BRL,EUR,BRL,6.2221738,6.23030158,6.26479302,6.20469231,awesomeapi,market_api
2026-04-01,EUR-BRL,EUR,BRL,6.3099366,6.31567697,6.34917935,6.25324878,awesomeapi,market_api
2026-04-02,EUR-BRL,EUR,BRL,6.34735964,6.35699859,6.36464518,6.30458986,awesomeapi,market_api
2026-04-03,EUR-BRL,EUR,BRL,6.27537866,6.28060359,6.32477927,6.22128787,awesomeapi,market_api
2026-04-04,EUR-BRL,EUR,BRL,6.27505141,6.28377489,6.31728816,6.24550388,awesomeapi,market_api
2026-04-05,EUR-BRL,EUR,BRL,6.22271714,6.22999383,6.27817939,6.17426356,awesomeapi,market_api
2026-04-06,EUR-BRL,EUR,BRL,6.20132905,6.20926446,6.23199995,6.18642702,awesomeapi,market_api
2026-04-07,EUR-BRL,EUR,BRL,6.27440683,6.27888996,6.29664459,6.24311594,awesomeapi,market_api
2026-04-08,EUR-BRL,EUR,BRL,6.30723141,6.31931743,6.34533483,6.28276742,awesomeapi,market_api
2026-04-09,EUR-BRL,EUR,BRL,6.2770073,6.28114149,6.30654968,6.22349051,awesomeapi,market_api
2026-04-10,EUR-BRL,EUR,BRL,6.23210862,6.23880822,6.28308755,6.17962404,awesomeapi,market_api
2026-04-11,EUR-BRL,EUR,BRL,6.23644533,6.24060024,6.2792852,6.17612163,awesomeapi,market_api
2026-04-12,EUR-BRL,EUR,BRL,6.18234915,6.18916956,6.19723348,6.12431901,awesomeapi,market_api
2026-04-13,EUR-BRL,EUR,BRL,6.15401203,6.16524617,6.19202617,6.11451542,awesomeapi,market_api
2026-04-14,EUR-BRL,EUR,BRL,6.17118216,6.17622779,6.22398036,6.13422418,awesomeapi,market_api
2026-04-15,EUR-BRL,EUR,BRL,6.2274315,6.23086167,6.27391379,6.16762343,awesomeapi,market_api
2026-04-16,EUR-BRL,EUR,BRL,6.25866649,6.26957989,6.28506295,6.24347921,awesomeapi,market_api
2026-04-17,EUR-BRL,EUR,BRL,6.15392977,6.16568702,6.21237057,6.11541034,awesomeapi,market_api
2026-04-18,EUR-BRL,EUR,BRL,6.17074692,6.17977766,6.20592512,6.1376833,awesomeapi,market_api
2026-04-19,EUR-BRL,EUR,BRL,6.17685751,6.18105267,6.19399226,6.15300337,awesomeapi,market_api
2026-04-20,EUR-BRL,EUR,BRL,6.19881116,6.20968983,6.21844068,6.17517144,awesomeapi,market_api
2026-04-21,EUR-BRL,EUR,BRL,6.27673997,6.2850436,6.30009603,6.25599124,awesomeapi,market_api
2026-04-22,EUR-BRL,EUR,BRL,6.18243642,6.19075164,6.213007,6.13910203,awesomeapi,market_api
2026-04-23,EUR-BRL,EUR,BRL,6.15781007,6.16931476,6.17756399,6.10049645,awesomeapi,market_api
2026-04-24,EUR-BRL,EUR,BRL,6.18787125,6.19934193,6.24128929,6.14424498,awesomeapi,market_api
2026-04-25,EUR-BRL,EUR,BRL,6.11725553,6.12600455,6.16077186,6.07122951,awesomeapi,market_api
2026-04-26,EUR-BRL,EUR,BRL,6.18772397,6.19097082,6.24752672,6.14636009,awesomeapi,market_api
2026-04-27,EUR-BRL,EUR,BRL,6.20760312,6.21798346,6.23875445,6.19457226,awesomeapi,market_api
2026-04-28,EUR-BRL,EUR,BRL,6.24981097,6.25771449,6.28766933,6.21546254,awesomeapi,market_api
2026-04-29,EUR-BRL,EUR,BRL,6.22586121,6.23214669,6.25075599,6.18713412,awesomeapi,market_api
2026-04-30,EUR-BRL,EUR,BRL,6.2666607,6.27332164,6.32781989,6.24545796,awesomeapi,market_api
2026-05-01,EUR-BRL,EUR,BRL,6.31969881,6.32588894,6.34720014,6.27959101,awesomeapi,market_api
2026-05-02,EUR-BRL,EUR,BRL,6.33358056,6.3414907,6.37886518,6.2727781,awesomeapi,market_api
2026-05-03,EUR-BRL,EUR,BRL,6.34756515,6.35345462,6.39543958,6.33359847,awesomeapi,market_api
2026-05-04,EUR-BRL,EUR,BRL,6.36329172,6.36897784,6.39962457,6.3489873,awesomeapi,market_api
2025-11-06,KRW-BRL,KRW,BRL,0.0039,0.00390556,0.00392896,0.0038689,awesomeapi,market_api
2025-11-07,KRW-BRL,KRW,BRL,0.0038673,0.00387223,0.00389372,0.00384732,awesomeapi,market_api
2025-11-08,KRW-BRL,KRW,BRL,0.00386257,0.00386474,0.00387338,0.0038346,awesomeapi,market_api
2025-11-09,KRW-BRL,KRW,BRL,0.00385764,0.00386533,0.00386584,0.00383272,awesomeapi,market_api
2025-11-10,KRW-BRL,KRW,BRL,0.00387339,0.00387969,0.00390676,0.00384875,awesomeapi,market_api
2025-11-11,KRW-BRL,KRW,BRL,0.00391309,0.00391869,0.00394273,0.00387837,awesomeapi,market_api
2025-11-12,KRW-BRL,KRW,BRL,0.00387265,0.00387529,0.00390909,0.0038641,awesomeapi,market_api
2025-11-13,KRW-BRL,KRW,BRL,0.00386877,0.00387556,0.00387889,0.00385501,awesomeapi,market_api
2025-11-14,KRW-BRL,KRW,BRL,0.00392706,0.00392904,0.0039489,0.0039087,awesomeapi,market_api
2025-11-15,KRW-BRL,KRW,BRL,0.00389884,0.00390176,0.0039207,0.00387849,awesomeapi,market_api
2025-11-16,KRW-BRL,KRW,BRL,0.00386775,0.00387414,0.00390312,0.00383983,awesomeapi,market_api
2025-11-17,KRW-BRL,KRW,BRL,0.00387654,0.00387921,0.00389346,0.00384047,awesomeapi,market_api
2025-11-18,KRW-BRL,KRW,BRL,0.00391025,0.00391272,0.00393079,0.00387294,awesomeapi,market_api
2025-11-19,KRW-BRL,KRW,BRL,0.00391167,0.0039192,0.00393236,0.00388296,awesomeapi,market_api
2025-11-20,KRW-BRL,KRW,BRL,0.00396463,0.00396933,0.00399646,0.0039557,awesomeapi,market_api
2025-11-21,KRW-BRL,KRW,BRL,0.00399959,0.00400246,0.00402724,0.00398415,awesomeapi,market_api
2025-11-22,KRW-BRL,KRW,BRL,0.00403426,0.00404031,0.00405367,0.00399758,awesomeapi,market_api
2025-11-23,KRW-BRL,KRW,BRL,0.00405763,0.00406464,0.00408174,0.00402442,awesomeapi,market_api
2025-11-24,KRW-BRL,KRW,BRL,0.00415309,0.00415685,0.00417781,0.00413822,awesomeapi,market_api
2025-11-25,KRW-BRL,KRW,BRL,0.0041456,0.00415303,0.00418119,0.00410739,awesomeapi,market_api
2025-11-26,KRW-BRL,KRW,BRL,0.00406358,0.00407096,0.00410291,0.00404803,awesomeapi,market_api
2025-11-27,KRW-BRL,KRW,BRL,0.00412979,0.00413763,0.00415692,0.00410757,awesomeapi,market_api
2025-11-28,KRW-BRL,KRW,BRL,0.00411192,0.00411743,0.00413141,0.0040942,awesomeapi,market_api
2025-11-29,KRW-BRL,KRW,BRL,0.00411738,0.00412093,0.00412833,0.00409279,awesomeapi,market_api
2025-11-30,KRW-BRL,KRW,BRL,0.00417233,0.00417997,0.00420171,0.0041466,awesomeapi,market_api
2025-12-01,KRW-BRL,KRW,BRL,0.00410652,0.00411122,0.00412999,0.00409144,awesomeapi,market_api
2025-12-02,KRW-BRL,KRW,BRL,0.00405615,0.00406319,0.0040707,0.00402479,awesomeapi,market_api
2025-12-03,KRW-BRL,KRW,BRL,0.00399221,0.00399876,0.00401856,0.00395667,awesomeapi,market_api
2025-12-04,KRW-BRL,KRW,BRL,0.00396151,0.00396522,0.00399737,0.00393047,awesomeapi,market_api
2025-12-05,KRW-BRL,KRW,BRL,0.00397992,0.00398667,0.00400904,0.00394501,awesomeapi,market_api
2025-12-06,KRW-BRL,KRW,BRL,0.00400177,0.00400974,0.00402323,0.00396771,awesomeapi,market_api
2025-12-07,KRW-BRL,KRW,BRL,0.00401383,0.00402032,0.0040364,0.00397604,awesomeapi,market_api
2025-12-08,KRW-BRL,KRW,BRL,0.00395813,0.00396245,0.00398395,0.00394686,awesomeapi,market_api
2025-12-09,KRW-BRL,KRW,BRL,0.00386768,0.00387092,0.00390143,0.00384767,awesomeapi,market_api
2025-12-10,KRW-BRL,KRW,BRL,0.00387075,0.00387497,0.00388611,0.00384778,awesomeapi,market_api
2025-12-11,KRW-BRL,KRW,BRL,0.00385346,0.00386004,0.00388876,0.00384359,awesomeapi,market_api
2025-12-12,KRW-BRL,KRW,BRL,0.00387212,0.0038774,0.00389434,0.00384535,awesomeapi,market_api
2025-12-13,KRW-BRL,KRW,BRL,0.00390027,0.00390484,0.00392051,0.00387775,awesomeapi,market_api
2025-12-14,KRW-BRL,KRW,BRL,0.00390664,0.003912,0.00393011,0.00388407,awesomeapi,market_api
2025-12-15,KRW-BRL,KRW,BRL,0.00393731,0.00394411,0.00396867,0.00391868,awesomeapi,market_api
2025-12-16,KRW-BRL,KRW,BRL,0.00394732,0.00395403,0.00398217,0.00393458,awesomeapi,market_api
2025-12-17,KRW-BRL,KRW,BRL,0.00396923,0.00397468,0.00398623,0.00393782,awesomeapi,market_api
2025-12-18,KRW-BRL,KRW,BRL,0.00394225,0.00394563,0.00397131,0.00392632,awesomeapi,market_api
2025-12-19,KRW-BRL,KRW,BRL,0.00393615,0.00394114,0.0039739,0.00391628,awesomeapi,market_api
2025-12-20,KRW-BRL,KRW,BRL,0.00394488,0.00395204,0.00398392,0.00390939,awesomeapi,market_api
2025-12-21,KRW-BRL,KRW,BRL,0.00397824,0.00398122,0.00401228,0.00396926,awesomeapi,market_api
2025-12-22,KRW-BRL,KRW,BRL,0.00396357,0.00396789,0.00399911,0.0039338,awesomeapi,market_api
2025-12-23,KRW-BRL,KRW,BRL,0.00398522,0.00399039,0.00400555,0.00395135,awesomeapi,market_api
2025-12-24,KRW-BRL,KRW,BRL,0.00397562,0.00398184,0.00399847,0.00393928,awesomeapi,market_api
2025-12-25,KRW-BRL,KRW,BRL,0.00397194,0.0039753,0.0039853,0.00394357,awesomeapi,market_api
2025-12-26,KRW-BRL,KRW,BRL,0.00400588,0.00401373,0.00402182,0.00398987,awesomeapi,market_api
2025-12-27,KRW-BRL,KRW,BRL,0.00392704,0.00392983,0.00396193,0.00391208,awesomeapi,market_api
2025-12-28,KRW-BRL,KRW,BRL,0.00387711,0.00388198,0.0039156,0.00386898,awesomeapi,market_api
2025-12-29,KRW-BRL,KRW,BRL,0.00382062,0.00382571,0.00384391,0.00378829,awesomeapi,market_api
2025-12-30,KRW-BRL,KRW,BRL,0.00373241,0.00373627,0.00375213,0.00371993,awesomeapi,market_api
2025-12-31,KRW-BRL,KRW,BRL,0.00370803,0.003714,0.00373872,0.00369656,awesomeapi,market_api
2026-01-01,KRW-BRL,KRW,BRL,0.00373675,0.00374082,0.00377091,0.00372919,awesomeapi,market_api
2026-01-02,KRW-BRL,KRW,BRL,0.00372703,0.00373057,0.00375104,0.00370962,awesomeapi,market_api
2026-01-03,KRW-BRL,KRW,BRL,0.00373534,0.00373873,0.00375656,0.00372244,awesomeapi,market_api
2026-01-04,KRW-BRL,KRW,BRL,0.00377696,0.00378185,0.00380587,0.00375202,awesomeapi,market_api
2026-01-05,KRW-BRL,KRW,BRL,0.00382805,0.0038305,0.00386156,0.00381503,awesomeapi,market_api
2026-01-06,KRW-BRL,KRW,BRL,0.00382636,0.00383266,0.00384505,0.00379474,awesomeapi,market_api
2026-01-07,KRW-BRL,KRW,BRL,0.00387911,0.00388225,0.00389266,0.00385593,awesomeapi,market_api
2026-01-08,KRW-BRL,KRW,BRL,0.00388365,0.00388579,0.00389842,0.00385339,awesomeapi,market_api
2026-01-09,KRW-BRL,KRW,BRL,0.0038521,0.00385887,0.00386229,0.00381721,awesomeapi,market_api
2026-01-10,KRW-BRL,KRW,BRL,0.00383017,0.00383666,0.00386448,0.00380111,awesomeapi,market_api
2026-01-11,KRW-BRL,KRW,BRL,0.00377442,0.00378012,0.00379782,0.00374716,awesomeapi,market_api
2026-01-12,KRW-BRL,KRW,BRL,0.00374184,0.00374887,0.00375233,0.0037249,awesomeapi,market_api
2026-01-13,KRW-BRL,KRW,BRL,0.00372938,0.00373165,0.00376503,0.00370864,awesomeapi,market_api
2026-01-14,KRW-BRL,KRW,BRL,0.00376028,0.00376597,0.0037931,0.00372295,awesomeapi,market_api
2026-01-15,KRW-BRL,KRW,BRL,0.00382593,0.00382877,0.00385805,0.00379111,awesomeapi,market_api
2026-01-16,KRW-BRL,KRW,BRL,0.003774,0.00377616,0.00380432,0.00375574,awesomeapi,market_api
2026-01-17,KRW-BRL,KRW,BRL,0.00378977,0.00379535,0.00381293,0.00377431,awesomeapi,market_api
2026-01-18,KRW-BRL,KRW,BRL,0.00375128,0.00375392,0.00376229,0.00374068,awesomeapi,market_api
2026-01-19,KRW-BRL,KRW,BRL,0.00377003,0.00377552,0.00378817,0.00375595,awesomeapi,market_api
2026-01-20,KRW-BRL,KRW,BRL,0.00376603,0.00377182,0.00379425,0.00374225,awesomeapi,market_api
2026-01-21,KRW-BRL,KRW,BRL,0.00369802,0.00370505,0.00371682,0.00366589,awesomeapi,market_api
2026-01-22,KRW-BRL,KRW,BRL,0.00373327,0.00373556,0.00376283,0.00369628,awesomeapi,market_api
2026-01-23,KRW-BRL,KRW,BRL,0.00371162,0.00371819,0.00373625,0.00368558,awesomeapi,market_api
2026-01-24,KRW-BRL,KRW,BRL,0.00369273,0.00369653,0.00372019,0.00366258,awesomeapi,market_api
2026-01-25,KRW-BRL,KRW,BRL,0.00365415,0.00366145,0.00367585,0.00364505,awesomeapi,market_api
2026-01-26,KRW-BRL,KRW,BRL,0.00363115,0.00363622,0.00364187,0.00361678,awesomeapi,market_api
2026-01-27,KRW-BRL,KRW,BRL,0.0036476,0.00365122,0.00367623,0.00363494,awesomeapi,market_api
2026-01-28,KRW-BRL,KRW,BRL,0.00364161,0.00364433,0.0036502,0.00360889,awesomeapi,market_api
2026-01-29,KRW-BRL,KRW,BRL,0.00365449,0.00366012,0.00366296,0.00364635,awesomeapi,market_api
2026-01-30,KRW-BRL,KRW,BRL,0.00366863,0.00367354,0.00368426,0.00364378,awesomeapi,market_api
2026-01-31,KRW-BRL,KRW,BRL,0.00371799,0.00372228,0.00375289,0.003702,awesomeapi,market_api
2026-02-01,KRW-BRL,KRW,BRL,0.00370618,0.00371181,0.00371519,0.00367043,awesomeapi,market_api
2026-02-02,KRW-BRL,KRW,BRL,0.00365237,0.00365957,0.00368127,0.00363147,awesomeapi,market_api
2026-02-03,KRW-BRL,KRW,BRL,0.00369226,0.00369533,0.00372365,0.00366313,awesomeapi,market_api
2026-02-04,KRW-BRL,KRW,BRL,0.00368095,0.00368401,0.0037016,0.00365996,awesomeapi,market_api
2026-02-05,KRW-BRL,KRW,BRL,0.00372289,0.00372937,0.00375071,0.00369629,awesomeapi,market_api
2026-02-06,KRW-BRL,KRW,BRL,0.0037381,0.00374361,0.00375366,0.00371951,awesomeapi,market_api
2026-02-07,KRW-BRL,KRW,BRL,0.00373413,0.00373625,0.00376511,0.00371373,awesomeapi,market_api
2026-02-08,KRW-BRL,KRW,BRL,0.00374809,0.00375243,0.00376294,0.00373431,awesomeapi,market_api
2026-02-09,KRW-BRL,KRW,BRL,0.00382215,0.00382743,0.00383691,0.00381254,awesomeapi,market_api
2026-02-10,KRW-BRL,KRW,BRL,0.00390249,0.00390894,0.00392205,0.00388282,awesomeapi,market_api
2026-02-11,KRW-BRL,KRW,BRL,0.00390617,0.00391065,0.00393946,0.00388834,awesomeapi,market_api
2026-02-12,KRW-BRL,KRW,BRL,0.00391341,0.00391981,0.00395065,0.00388489,awesomeapi,market_api
2026-02-13,KRW-BRL,KRW,BRL,0.0039565,0.00396104,0.00398809,0.0039341,awesomeapi,market_api
2026-02-14,KRW-BRL,KRW,BRL,0.00392403,0.00392844,0.00394837,0.00390621,awesomeapi,market_api
2026-02-15,KRW-BRL,KRW,BRL,0.00393809,0.00394067,0.00395903,0.00392631,awesomeapi,market_api
2026-02-16,KRW-BRL,KRW,BRL,0.00393805,0.00394245,0.00396347,0.00390085,awesomeapi,market_api
2026-02-17,KRW-BRL,KRW,BRL,0.0039514,0.00395359,0.00397895,0.00392903,awesomeapi,market_api
2026-02-18,KRW-BRL,KRW,BRL,0.00391946,0.00392153,0.00393512,0.0039079,awesomeapi,market_api
2026-02-19,KRW-BRL,KRW,BRL,0.00385813,0.00386132,0.00387432,0.00383803,awesomeapi,market_api
2026-02-20,KRW-BRL,KRW,BRL,0.00377912,0.00378401,0.00378671,0.00376667,awesomeapi,market_api
2026-02-21,KRW-BRL,KRW,BRL,0.00373784,0.00374023,0.00376175,0.00372052,awesomeapi,market_api
2026-02-22,KRW-BRL,KRW,BRL,0.00372163,0.00372655,0.00373567,0.00371346,awesomeapi,market_api
2026-02-23,KRW-BRL,KRW,BRL,0.00371165,0.00371874,0.00372229,0.00370046,awesomeapi,market_api
2026-02-24,KRW-BRL,KRW,BRL,0.00378448,0.0037872,0.00382175,0.00375821,awesomeapi,market_api
2026-02-25,KRW-BRL,KRW,BRL,0.00382728,0.0038327,0.00386514,0.00381692,awesomeapi,market_api
2026-02-26,KRW-BRL,KRW,BRL,0.00379141,0.00379885,0.00380518,0.00376493,awesomeapi,market_api
2026-02-27,KRW-BRL,KRW,BRL,0.00380554,0.00380985,0.00382485,0.00376958,awesomeapi,market_api
2026-02-28,KRW-BRL,KRW,BRL,0.003791,0.00379375,0.00382883,0.00377192,awesomeapi,market_api
2026-03-01,KRW-BRL,KRW,BRL,0.00378117,0.00378674,0.00381801,0.00377187,awesomeapi,market_api
2026-03-02,KRW-BRL,KRW,BRL,0.00378913,0.00379626,0.00381392,0.00376019,awesomeapi,market_api
2026-03-03,KRW-BRL,KRW,BRL,0.00381353,0.00381629,0.00383743,0.00378536,awesomeapi,market_api
2026-03-04,KRW-BRL,KRW,BRL,0.00380155,0.00380605,0.00381387,0.00378652,awesomeapi,market_api
2026-03-05,KRW-BRL,KRW,BRL,0.00384294,0.00384979,0.00385169,0.00381346,awesomeapi,market_api
2026-03-06,KRW-BRL,KRW,BRL,0.00380002,0.00380762,0.00380785,0.00378752,awesomeapi,market_api
2026-03-07,KRW-BRL,KRW,BRL,0.00380121,0.00380695,0.00381064,0.00377567,awesomeapi,market_api
2026-03-08,KRW-BRL,KRW,BRL,0.0039009,0.00390686,0.00392706,0.00388171,awesomeapi,market_api
2026-03-09,KRW-BRL,KRW,BRL,0.00391058,0.00391663,0.00393699,0.00389626,awesomeapi,market_api
2026-03-10,KRW-BRL,KRW,BRL,0.00396761,0.00397294,0.00400353,0.0039385,awesomeapi,market_api
2026-03-11,KRW-BRL,KRW,BRL,0.00397223,0.00397703,0.00399039,0.00396155,awesomeapi,market_api
